unit_id,time_counter,longitude,latitude,altitude
1,0,121.51033782958984,25.046144485473633,100.0
17,0,121.5136947631836,25.04018783569336,29.456829071044922
2,0,121.510986328125,25.04594612121582,110.0
18,0,121.51351165771484,25.04018783569336,29.681493759155273
3,0,121.51021575927734,25.0455265045166,120.0
19,0,121.51351165771484,25.040000915527344,29.69151496887207
4,0,121.51084899902344,25.045455932617188,128.0
5,0,121.5097427368164,25.045955657958984,29.48358154296875
21,0,121.5136947631836,25.04027557373047,29.458768844604492
6,0,121.50993347167969,25.0459041595459,29.4838924407959
7,0,121.51011657714844,25.045856475830078,29.48432731628418
23,0,121.51378631591797,25.040557861328125,29.45315170288086
8,0,121.51029968261719,25.045806884765625,29.484769821166992
9,0,121.51083374023438,25.04647445678711,29.486501693725586
10,0,121.51077270507812,25.046342849731445,29.487070083618164
11,0,121.5107421875,25.04621696472168,29.48644256591797
12,0,121.51070404052734,25.046072006225586,29.48579216003418
13,0,121.51107788085938,25.04642105102539,29.486553192138672
14,0,121.51123809814453,25.046384811401367,29.487123489379883
15,0,121.51136016845703,25.046367645263672,29.487688064575195
16,0,121.51148986816406,25.046340942382812,29.48822021484375
1,1,121.51033782958984,25.046144485473633,100.0
17,1,121.5136947631836,25.04018783569336,29.456829071044922
2,1,121.510986328125,25.04594612121582,110.0
18,1,121.51351165771484,25.04018783569336,29.681493759155273
3,1,121.51021575927734,25.0455265045166,120.0
19,1,121.51351165771484,25.040000915527344,29.69151496887207
4,1,121.51084899902344,25.045455932617188,128.0
5,1,121.5097427368164,25.045955657958984,29.48358154296875
21,1,121.5136947631836,25.04027557373047,29.458768844604492
6,1,121.50993347167969,25.0459041595459,29.4838924407959
7,1,121.51011657714844,25.045856475830078,29.48432731628418
23,1,121.51378631591797,25.040557861328125,29.45315170288086
8,1,121.51029968261719,25.045806884765625,29.484769821166992
9,1,121.51083374023438,25.04647445678711,29.486501693725586
10,1,121.51077270507812,25.046342849731445,29.487070083618164
11,1,121.5107421875,25.04621696472168,29.48644256591797
12,1,121.51070404052734,25.046072006225586,29.48579216003418
13,1,121.51107788085938,25.04642105102539,29.486553192138672
14,1,121.51123809814453,25.046384811401367,29.487123489379883
15,1,121.51136016845703,25.046367645263672,29.487688064575195
16,1,121.51148986816406,25.046340942382812,29.48822021484375
1,2,121.51033782958984,25.046144485473633,100.0
17,2,121.5136947631836,25.04018783569336,29.456829071044922
2,2,121.510986328125,25.04594612121582,110.0
18,2,121.51351165771484,25.04018783569336,29.681493759155273
3,2,121.51021575927734,25.0455265045166,120.0
19,2,121.51351165771484,25.040000915527344,29.69151496887207
4,2,121.51084899902344,25.045455932617188,128.0
5,2,121.5097427368164,25.045955657958984,29.48358154296875
21,2,121.5136947631836,25.04027557373047,29.458768844604492
6,2,121.50993347167969,25.0459041595459,29.4838924407959
7,2,121.51011657714844,25.045856475830078,29.48432731628418
23,2,121.51378631591797,25.040557861328125,29.45315170288086
8,2,121.51029968261719,25.045806884765625,29.484769821166992
9,2,121.51083374023438,25.04647445678711,29.486501693725586
10,2,121.51077270507812,25.046342849731445,29.487070083618164
11,2,121.5107421875,25.04621696472168,29.48644256591797
12,2,121.51070404052734,25.046072006225586,29.48579216003418
13,2,121.51107788085938,25.04642105102539,29.486553192138672
14,2,121.51123809814453,25.046384811401367,29.487123489379883
15,2,121.51136016845703,25.046367645263672,29.487688064575195
16,2,121.51148986816406,25.046340942382812,29.48822021484375
1,3,121.51033782958984,25.046144485473633,100.0
17,3,121.5136947631836,25.04018783569336,29.456829071044922
2,3,121.510986328125,25.04594612121582,110.0
18,3,121.51351165771484,25.04018783569336,29.681493759155273
3,3,121.51021575927734,25.0455265045166,120.0
19,3,121.51351165771484,25.040000915527344,29.69151496887207
4,3,121.51084899902344,25.045455932617188,128.0
5,3,121.5097427368164,25.045955657958984,29.48358154296875
21,3,121.5136947631836,25.04027557373047,29.458768844604492
6,3,121.50993347167969,25.0459041595459,29.4838924407959
7,3,121.51011657714844,25.045856475830078,29.48432731628418
23,3,121.51378631591797,25.040557861328125,29.45315170288086
8,3,121.51029968261719,25.045806884765625,29.484769821166992
9,3,121.51083374023438,25.04647445678711,29.486501693725586
10,3,121.51077270507812,25.046342849731445,29.487070083618164
11,3,121.5107421875,25.04621696472168,29.48644256591797
12,3,121.51070404052734,25.046072006225586,29.48579216003418
13,3,121.51107788085938,25.04642105102539,29.486553192138672
14,3,121.51123809814453,25.046384811401367,29.487123489379883
15,3,121.51136016845703,25.046367645263672,29.487688064575195
16,3,121.51148986816406,25.046340942382812,29.48822021484375
1,4,121.51033782958984,25.046144485473633,100.0
17,4,121.5136947631836,25.04018783569336,29.456829071044922
2,4,121.510986328125,25.04594612121582,110.0
18,4,121.51351165771484,25.04018783569336,29.681493759155273
3,4,121.51021575927734,25.0455265045166,120.0
19,4,121.51351165771484,25.040000915527344,29.69151496887207
4,4,121.51084899902344,25.045455932617188,128.0
5,4,121.5097427368164,25.045955657958984,29.48358154296875
21,4,121.5136947631836,25.04027557373047,29.458768844604492
6,4,121.50993347167969,25.0459041595459,29.4838924407959
7,4,121.51011657714844,25.045856475830078,29.48432731628418
23,4,121.51378631591797,25.040557861328125,29.45315170288086
8,4,121.51029968261719,25.045806884765625,29.484769821166992
9,4,121.51083374023438,25.04647445678711,29.486501693725586
10,4,121.51077270507812,25.046342849731445,29.487070083618164
11,4,121.5107421875,25.04621696472168,29.48644256591797
12,4,121.51070404052734,25.046072006225586,29.48579216003418
13,4,121.51107788085938,25.04642105102539,29.486553192138672
14,4,121.51123809814453,25.046384811401367,29.487123489379883
15,4,121.51136016845703,25.046367645263672,29.487688064575195
16,4,121.51148986816406,25.046340942382812,29.48822021484375
1,5,121.51033782958984,25.046144485473633,100.0
17,5,121.5136947631836,25.04018783569336,29.456829071044922
2,5,121.510986328125,25.04594612121582,110.0
18,5,121.51351165771484,25.04018783569336,29.681493759155273
3,5,121.51021575927734,25.0455265045166,120.0
19,5,121.51351165771484,25.040000915527344,29.69151496887207
4,5,121.51084899902344,25.045455932617188,128.0
5,5,121.5097427368164,25.045955657958984,29.48358154296875
21,5,121.5136947631836,25.04027557373047,29.458768844604492
6,5,121.50993347167969,25.0459041595459,29.4838924407959
7,5,121.51011657714844,25.045856475830078,29.48432731628418
23,5,121.51378631591797,25.040557861328125,29.45315170288086
8,5,121.51029968261719,25.045806884765625,29.484769821166992
9,5,121.51083374023438,25.04647445678711,29.486501693725586
10,5,121.51077270507812,25.046342849731445,29.487070083618164
11,5,121.5107421875,25.04621696472168,29.48644256591797
12,5,121.51070404052734,25.046072006225586,29.48579216003418
13,5,121.51107788085938,25.04642105102539,29.486553192138672
14,5,121.51123809814453,25.046384811401367,29.487123489379883
15,5,121.51136016845703,25.046367645263672,29.487688064575195
16,5,121.51148986816406,25.046340942382812,29.48822021484375
1,6,121.51033782958984,25.046144485473633,100.0
17,6,121.5136947631836,25.04018783569336,29.456829071044922
2,6,121.510986328125,25.04594612121582,110.0
18,6,121.51351165771484,25.04018783569336,29.681493759155273
3,6,121.51021575927734,25.0455265045166,120.0
19,6,121.51351165771484,25.040000915527344,29.69151496887207
4,6,121.51084899902344,25.045455932617188,128.0
5,6,121.5097427368164,25.045955657958984,29.48358154296875
21,6,121.5136947631836,25.04027557373047,29.458768844604492
6,6,121.50993347167969,25.0459041595459,29.4838924407959
7,6,121.51011657714844,25.045856475830078,29.48432731628418
23,6,121.51378631591797,25.040557861328125,29.45315170288086
8,6,121.51029968261719,25.045806884765625,29.484769821166992
9,6,121.51083374023438,25.04647445678711,29.486501693725586
10,6,121.51077270507812,25.046342849731445,29.487070083618164
11,6,121.5107421875,25.04621696472168,29.48644256591797
12,6,121.51070404052734,25.046072006225586,29.48579216003418
13,6,121.51107788085938,25.04642105102539,29.486553192138672
14,6,121.51123809814453,25.046384811401367,29.487123489379883
15,6,121.51136016845703,25.046367645263672,29.487688064575195
16,6,121.51148986816406,25.046340942382812,29.48822021484375
1,7,121.51033782958984,25.046144485473633,100.0
17,7,121.5136947631836,25.04018783569336,29.456829071044922
2,7,121.510986328125,25.04594612121582,110.0
18,7,121.51351165771484,25.04018783569336,29.681493759155273
3,7,121.51021575927734,25.0455265045166,120.0
19,7,121.51351165771484,25.040000915527344,29.69151496887207
4,7,121.51084899902344,25.045455932617188,128.0
5,7,121.5097427368164,25.045955657958984,29.48358154296875
21,7,121.5136947631836,25.04027557373047,29.458768844604492
6,7,121.50993347167969,25.0459041595459,29.4838924407959
7,7,121.51011657714844,25.045856475830078,29.48432731628418
23,7,121.51378631591797,25.040557861328125,29.45315170288086
8,7,121.51029968261719,25.045806884765625,29.484769821166992
9,7,121.51083374023438,25.04647445678711,29.486501693725586
10,7,121.51077270507812,25.046342849731445,29.487070083618164
11,7,121.5107421875,25.04621696472168,29.48644256591797
12,7,121.51070404052734,25.046072006225586,29.48579216003418
13,7,121.51107788085938,25.04642105102539,29.486553192138672
14,7,121.51123809814453,25.046384811401367,29.487123489379883
15,7,121.51136016845703,25.046367645263672,29.487688064575195
16,7,121.51148986816406,25.046340942382812,29.48822021484375
1,8,121.51033782958984,25.046144485473633,100.0
17,8,121.5136947631836,25.04018783569336,29.456829071044922
2,8,121.510986328125,25.04594612121582,110.0
18,8,121.51351165771484,25.04018783569336,29.681493759155273
3,8,121.51021575927734,25.0455265045166,120.0
19,8,121.51351165771484,25.040000915527344,29.69151496887207
4,8,121.51084899902344,25.045455932617188,128.0
5,8,121.5097427368164,25.045955657958984,29.48358154296875
21,8,121.5136947631836,25.04027557373047,29.458768844604492
6,8,121.50993347167969,25.0459041595459,29.4838924407959
7,8,121.51011657714844,25.045856475830078,29.48432731628418
23,8,121.51378631591797,25.040557861328125,29.45315170288086
8,8,121.51029968261719,25.045806884765625,29.484769821166992
9,8,121.51083374023438,25.04647445678711,29.486501693725586
10,8,121.51077270507812,25.046342849731445,29.487070083618164
11,8,121.5107421875,25.04621696472168,29.48644256591797
12,8,121.51070404052734,25.046072006225586,29.48579216003418
13,8,121.51107788085938,25.04642105102539,29.486553192138672
14,8,121.51123809814453,25.046384811401367,29.487123489379883
15,8,121.51136016845703,25.046367645263672,29.487688064575195
16,8,121.51148986816406,25.046340942382812,29.48822021484375
1,9,121.51033782958984,25.046144485473633,100.0
17,9,121.5136947631836,25.04018783569336,29.456829071044922
2,9,121.510986328125,25.04594612121582,110.0
18,9,121.51351165771484,25.04018783569336,29.681493759155273
3,9,121.51021575927734,25.0455265045166,120.0
19,9,121.51351165771484,25.040000915527344,29.69151496887207
4,9,121.51084899902344,25.045455932617188,128.0
5,9,121.5097427368164,25.045955657958984,29.48358154296875
21,9,121.5136947631836,25.04027557373047,29.458768844604492
6,9,121.50993347167969,25.0459041595459,29.4838924407959
7,9,121.51011657714844,25.045856475830078,29.48432731628418
23,9,121.51378631591797,25.040557861328125,29.45315170288086
8,9,121.51029968261719,25.045806884765625,29.484769821166992
9,9,121.51083374023438,25.04647445678711,29.486501693725586
10,9,121.51077270507812,25.046342849731445,29.487070083618164
11,9,121.5107421875,25.04621696472168,29.48644256591797
12,9,121.51070404052734,25.046072006225586,29.48579216003418
13,9,121.51107788085938,25.04642105102539,29.486553192138672
14,9,121.51123809814453,25.046384811401367,29.487123489379883
15,9,121.51136016845703,25.046367645263672,29.487688064575195
16,9,121.51148986816406,25.046340942382812,29.48822021484375
1,10,121.51033782958984,25.046144485473633,100.0
17,10,121.5136947631836,25.04018783569336,29.456829071044922
2,10,121.510986328125,25.04594612121582,110.0
18,10,121.51351165771484,25.04018783569336,29.681493759155273
3,10,121.51021575927734,25.0455265045166,120.0
19,10,121.51351165771484,25.040000915527344,29.69151496887207
4,10,121.51084899902344,25.045455932617188,128.0
5,10,121.5097427368164,25.045955657958984,29.48358154296875
21,10,121.5136947631836,25.04027557373047,29.458768844604492
6,10,121.50993347167969,25.0459041595459,29.4838924407959
7,10,121.51011657714844,25.045856475830078,29.48432731628418
23,10,121.51378631591797,25.040557861328125,29.45315170288086
8,10,121.51029968261719,25.045806884765625,29.484769821166992
9,10,121.51083374023438,25.04647445678711,29.486501693725586
10,10,121.51077270507812,25.046342849731445,29.487070083618164
11,10,121.5107421875,25.04621696472168,29.48644256591797
12,10,121.51070404052734,25.046072006225586,29.48579216003418
13,10,121.51107788085938,25.04642105102539,29.486553192138672
14,10,121.51123809814453,25.046384811401367,29.487123489379883
15,10,121.51136016845703,25.046367645263672,29.487688064575195
16,10,121.51148986816406,25.046340942382812,29.48822021484375
1,11,121.51033782958984,25.046144485473633,100.0
17,11,121.5136947631836,25.04018783569336,29.456829071044922
2,11,121.510986328125,25.04594612121582,110.0
18,11,121.51351165771484,25.04018783569336,29.681493759155273
3,11,121.51021575927734,25.0455265045166,120.0
19,11,121.51351165771484,25.040000915527344,29.69151496887207
4,11,121.51084899902344,25.045455932617188,128.0
5,11,121.5097427368164,25.045955657958984,29.48358154296875
21,11,121.5136947631836,25.04027557373047,29.458768844604492
6,11,121.50993347167969,25.0459041595459,29.4838924407959
7,11,121.51011657714844,25.045856475830078,29.48432731628418
23,11,121.51378631591797,25.040557861328125,29.45315170288086
8,11,121.51029968261719,25.045806884765625,29.484769821166992
9,11,121.51083374023438,25.04647445678711,29.486501693725586
10,11,121.51077270507812,25.046342849731445,29.487070083618164
11,11,121.5107421875,25.04621696472168,29.48644256591797
12,11,121.51070404052734,25.046072006225586,29.48579216003418
13,11,121.51107788085938,25.04642105102539,29.486553192138672
14,11,121.51123809814453,25.046384811401367,29.487123489379883
15,11,121.51136016845703,25.046367645263672,29.487688064575195
16,11,121.51148986816406,25.046340942382812,29.48822021484375
1,12,121.51033782958984,25.046144485473633,100.0
17,12,121.5136947631836,25.04018783569336,29.456829071044922
2,12,121.510986328125,25.04594612121582,110.0
18,12,121.51351165771484,25.04018783569336,29.681493759155273
3,12,121.51021575927734,25.0455265045166,120.0
19,12,121.51351165771484,25.040000915527344,29.69151496887207
4,12,121.51084899902344,25.045455932617188,128.0
5,12,121.5097427368164,25.045955657958984,29.48358154296875
21,12,121.5136947631836,25.04027557373047,29.458768844604492
6,12,121.50993347167969,25.0459041595459,29.4838924407959
