time_counter,longitude,latitude,altitude,unit_id,min_consecutive_size
18,121.5136947631836,25.04018783569336,29.456829071044922,17,50
19,121.5136947631836,25.04018783569336,29.456829071044922,17,50
20,121.5136947631836,25.04018783569336,29.456829071044922,17,50
21,121.5136947631836,25.04018783569336,29.456829071044922,17,50
22,121.5136947631836,25.04018783569336,29.456829071044922,17,50
23,121.5136947631836,25.04018783569336,29.456829071044922,17,50
24,121.5136947631836,25.04018783569336,29.456829071044922,17,50
25,121.5136947631836,25.04018783569336,29.456829071044922,17,50
26,121.5136947631836,25.04018783569336,29.456829071044922,17,50
27,121.5136947631836,25.04018783569336,29.456829071044922,17,50
28,121.5136947631836,25.04018783569336,29.456829071044922,17,50
29,121.5136947631836,25.04018783569336,29.456829071044922,17,50
30,121.5136947631836,25.04018783569336,29.456829071044922,17,50
31,121.5136947631836,25.04018783569336,29.456829071044922,17,50
32,121.5136947631836,25.04018783569336,29.456829071044922,17,50
33,121.5136947631836,25.04018783569336,29.456829071044922,17,50
34,121.5136947631836,25.04018783569336,29.456829071044922,17,50
35,121.5136947631836,25.04018783569336,29.456829071044922,17,50
36,121.5136947631836,25.04018783569336,29.456829071044922,17,50
37,121.5136947631836,25.04018783569336,29.456829071044922,17,50
38,121.5136947631836,25.04018783569336,29.456829071044922,17,50
39,121.5136947631836,25.04018783569336,29.456829071044922,17,50
40,121.5136947631836,25.04018783569336,29.456829071044922,17,50
41,121.5136947631836,25.04018783569336,29.456829071044922,17,50
42,121.5136947631836,25.04018783569336,29.456829071044922,17,50
43,121.5136947631836,25.04018783569336,29.456829071044922,17,50
44,121.5136947631836,25.04018783569336,29.456829071044922,17,50
45,121.5136947631836,25.04018783569336,29.456829071044922,17,50
46,121.5136947631836,25.04018783569336,29.456829071044922,17,50
47,121.5136947631836,25.04018783569336,29.456829071044922,17,50
48,121.5136947631836,25.04018783569336,29.456829071044922,17,50
49,121.5136947631836,25.04018783569336,29.456829071044922,17,50
0,121.510986328125,25.04594612121582,110.0,2,50
1,121.510986328125,25.04594612121582,110.0,2,50
2,121.510986328125,25.04594612121582,110.0,2,50
3,121.510986328125,25.04594612121582,110.0,2,50
4,121.510986328125,25.04594612121582,110.0,2,50
5,121.510986328125,25.04594612121582,110.0,2,50
6,121.510986328125,25.04594612121582,110.0,2,50
7,121.510986328125,25.04594612121582,110.0,2,50
8,121.510986328125,25.04594612121582,110.0,2,50
9,121.510986328125,25.04594612121582,110.0,2,50
10,121.510986328125,25.04594612121582,110.0,2,50
11,121.510986328125,25.04594612121582,110.0,2,50
12,121.510986328125,25.04594612121582,110.0,2,50
13,121.510986328125,25.04594612121582,110.0,2,50
14,121.510986328125,25.04594612121582,110.0,2,50
15,121.510986328125,25.04594612121582,110.0,2,50
16,121.510986328125,25.04594612121582,110.0,2,50
17,121.510986328125,25.04594612121582,110.0,2,50
18,121.510986328125,25.04594612121582,110.0,2,50
19,121.510986328125,25.04594612121582,110.0,2,50
20,121.510986328125,25.04594612121582,110.0,2,50
21,121.510986328125,25.04594612121582,110.0,2,50
22,121.510986328125,25.04594612121582,110.0,2,50
23,121.510986328125,25.04594612121582,110.0,2,50
24,121.510986328125,25.04594612121582,110.0,2,50
25,121.510986328125,25.04594612121582,110.0,2,50
26,121.510986328125,25.04594612121582,110.0,2,50
27,121.510986328125,25.04594612121582,110.0,2,50
28,121.510986328125,25.04594612121582,110.0,2,50
29,121.510986328125,25.04594612121582,110.0,2,50
30,121.510986328125,25.04594612121582,110.0,2,50
31,121.510986328125,25.04594612121582,110.0,2,50
32,121.510986328125,25.04594612121582,110.0,2,50
33,121.510986328125,25.04594612121582,110.0,2,50
34,121.510986328125,25.04594612121582,110.0,2,50
35,121.510986328125,25.04594612121582,110.0,2,50
36,121.510986328125,25.04594612121582,110.0,2,50
37,121.510986328125,25.04594612121582,110.0,2,50
38,121.510986328125,25.04594612121582,110.0,2,50
39,121.510986328125,25.04594612121582,110.0,2,50
40,121.510986328125,25.04594612121582,110.0,2,50
41,121.510986328125,25.04594612121582,110.0,2,50
42,121.510986328125,25.04594612121582,110.0,2,50
43,121.510986328125,25.04594612121582,110.0,2,50
44,121.510986328125,25.04594612121582,110.0,2,50
45,121.510986328125,25.04594612121582,110.0,2,50
46,121.510986328125,25.04594612121582,110.0,2,50
47,121.510986328125,25.04594612121582,110.0,2,50
48,121.510986328125,25.04594612121582,110.0,2,50
49,121.510986328125,25.04594612121582,110.0,2,50
0,121.51351165771484,25.04018783569336,29.681493759155273,18,50
1,121.51351165771484,25.04018783569336,29.681493759155273,18,50
2,121.51351165771484,25.04018783569336,29.681493759155273,18,50
3,121.51351165771484,25.04018783569336,29.681493759155273,18,50
4,121.51351165771484,25.04018783569336,29.681493759155273,18,50
5,121.51351165771484,25.04018783569336,29.681493759155273,18,50
6,121.51351165771484,25.04018783569336,29.681493759155273,18,50
7,121.51351165771484,25.04018783569336,29.681493759155273,18,50
8,121.51351165771484,25.04018783569336,29.681493759155273,18,50
9,121.51351165771484,25.04018783569336,29.681493759155273,18,50
10,121.51351165771484,25.04018783569336,29.681493759155273,18,50
11,121.51351165771484,25.04018783569336,29.681493759155273,18,50
12,121.51351165771484,25.04018783569336,29.681493759155273,18,50
13,121.51351165771484,25.04018783569336,29.681493759155273,18,50
14,121.51351165771484,25.04018783569336,29.681493759155273,18,50
15,121.51351165771484,25.04018783569336,29.681493759155273,18,50
16,121.51351165771484,25.04018783569336,29.681493759155273,18,50
17,121.51351165771484,25.04018783569336,29.681493759155273,18,50
18,121.51351165771484,25.04018783569336,29.681493759155273,18,50
19,121.51351165771484,25.04018783569336,29.681493759155273,18,50
20,121.51351165771484,25.04018783569336,29.681493759155273,18,50
21,121.51351165771484,25.04018783569336,29.681493759155273,18,50
22,121.51351165771484,25.04018783569336,29.681493759155273,18,50
23,121.51351165771484,25.04018783569336,29.681493759155273,18,50
24,121.51351165771484,25.04018783569336,29.681493759155273,18,50
25,121.51351165771484,25.04018783569336,29.681493759155273,18,50
26,121.51351165771484,25.04018783569336,29.681493759155273,18,50
27,121.51351165771484,25.04018783569336,29.681493759155273,18,50
28,121.51351165771484,25.04018783569336,29.681493759155273,18,50
29,121.51351165771484,25.04018783569336,29.681493759155273,18,50
30,121.51351165771484,25.04018783569336,29.681493759155273,18,50
31,121.51351165771484,25.04018783569336,29.681493759155273,18,50
32,121.51351165771484,25.04018783569336,29.681493759155273,18,50
33,121.51351165771484,25.04018783569336,29.681493759155273,18,50
34,121.51351165771484,25.04018783569336,29.681493759155273,18,50
35,121.51351165771484,25.04018783569336,29.681493759155273,18,50
36,121.51351165771484,25.04018783569336,29.681493759155273,18,50
37,121.51351165771484,25.04018783569336,29.681493759155273,18,50
38,121.51351165771484,25.04018783569336,29.681493759155273,18,50
39,121.51351165771484,25.04018783569336,29.681493759155273,18,50
40,121.51351165771484,25.04018783569336,29.681493759155273,18,50
41,121.51351165771484,25.04018783569336,29.681493759155273,18,50
42,121.51351165771484,25.04018783569336,29.681493759155273,18,50
43,121.51351165771484,25.04018783569336,29.681493759155273,18,50
44,121.51351165771484,25.04018783569336,29.681493759155273,18,50
45,121.51351165771484,25.04018783569336,29.681493759155273,18,50
46,121.51351165771484,25.04018783569336,29.681493759155273,18,50
47,121.51351165771484,25.04018783569336,29.681493759155273,18,50
48,121.51351165771484,25.04018783569336,29.681493759155273,18,50
49,121.51351165771484,25.04018783569336,29.681493759155273,18,50
0,121.51021575927734,25.0455265045166,120.0,3,50
1,121.51021575927734,25.0455265045166,120.0,3,50
2,121.51021575927734,25.0455265045166,120.0,3,50
3,121.51021575927734,25.0455265045166,120.0,3,50
4,121.51021575927734,25.0455265045166,120.0,3,50
5,121.51021575927734,25.0455265045166,120.0,3,50
6,121.51021575927734,25.0455265045166,120.0,3,50
7,121.51021575927734,25.0455265045166,120.0,3,50
8,121.51021575927734,25.0455265045166,120.0,3,50
9,121.51021575927734,25.0455265045166,120.0,3,50
10,121.51021575927734,25.0455265045166,120.0,3,50
11,121.51021575927734,25.0455265045166,120.0,3,50
12,121.51021575927734,25.0455265045166,120.0,3,50
13,121.51021575927734,25.0455265045166,120.0,3,50
14,121.51021575927734,25.0455265045166,120.0,3,50
15,121.51021575927734,25.0455265045166,120.0,3,50
16,121.51021575927734,25.0455265045166,120.0,3,50
17,121.51021575927734,25.0455265045166,120.0,3,50
18,121.51021575927734,25.0455265045166,120.0,3,50
19,121.51021575927734,25.0455265045166,120.0,3,50
20,121.51021575927734,25.0455265045166,120.0,3,50
21,121.51021575927734,25.0455265045166,120.0,3,50
22,121.51021575927734,25.0455265045166,120.0,3,50
23,121.51021575927734,25.0455265045166,120.0,3,50
24,121.51021575927734,25.0455265045166,120.0,3,50
25,121.51021575927734,25.0455265045166,120.0,3,50
26,121.51021575927734,25.0455265045166,120.0,3,50
27,121.51021575927734,25.0455265045166,120.0,3,50
28,121.51021575927734,25.0455265045166,120.0,3,50
29,121.51021575927734,25.0455265045166,120.0,3,50
30,121.51021575927734,25.0455265045166,120.0,3,50
31,121.51021575927734,25.0455265045166,120.0,3,50
32,121.51021575927734,25.0455265045166,120.0,3,50
33,121.51021575927734,25.0455265045166,120.0,3,50
34,121.51021575927734,25.0455265045166,120.0,3,50
35,121.51021575927734,25.0455265045166,120.0,3,50
36,121.51021575927734,25.0455265045166,120.0,3,50
37,121.51021575927734,25.0455265045166,120.0,3,50
38,121.51021575927734,25.0455265045166,120.0,3,50
39,121.51021575927734,25.0455265045166,120.0,3,50
40,121.51021575927734,25.0455265045166,120.0,3,50
41,121.51021575927734,25.0455265045166,120.0,3,50
42,121.51021575927734,25.0455265045166,120.0,3,50
43,121.51021575927734,25.0455265045166,120.0,3,50
44,121.51021575927734,25.0455265045166,120.0,3,50
45,121.51021575927734,25.0455265045166,120.0,3,50
46,121.51021575927734,25.0455265045166,120.0,3,50
47,121.51021575927734,25.0455265045166,120.0,3,50
48,121.51021575927734,25.0455265045166,120.0,3,50
49,121.51021575927734,25.0455265045166,120.0,3,50
0,121.51351165771484,25.040000915527344,29.69151496887207,19,50
1,121.51351165771484,25.040000915527344,29.69151496887207,19,50
2,121.51351165771484,25.040000915527344,29.69151496887207,19,50
3,121.51351165771484,25.040000915527344,29.69151496887207,19,50
4,121.51351165771484,25.040000915527344,29.69151496887207,19,50
5,121.51351165771484,25.040000915527344,29.69151496887207,19,50
6,121.51351165771484,25.040000915527344,29.69151496887207,19,50
7,121.51351165771484,25.040000915527344,29.69151496887207,19,50
8,121.51351165771484,25.040000915527344,29.69151496887207,19,50
9,121.51351165771484,25.040000915527344,29.69151496887207,19,50
10,121.51351165771484,25.040000915527344,29.69151496887207,19,50
11,121.51351165771484,25.040000915527344,29.69151496887207,19,50
12,121.51351165771484,25.040000915527344,29.69151496887207,19,50
13,121.51351165771484,25.040000915527344,29.69151496887207,19,50
14,121.51351165771484,25.040000915527344,29.69151496887207,19,50
15,121.51351165771484,25.040000915527344,29.69151496887207,19,50
16,121.51351165771484,25.040000915527344,29.69151496887207,19,50
17,121.51351165771484,25.040000915527344,29.69151496887207,19,50
18,121.51351165771484,25.040000915527344,29.69151496887207,19,50
19,121.51351165771484,25.040000915527344,29.69151496887207,19,50
20,121.51351165771484,25.040000915527344,29.69151496887207,19,50
21,121.51351165771484,25.040000915527344,29.69151496887207,19,50
22,121.51351165771484,25.040000915527344,29.69151496887207,19,50
23,121.51351165771484,25.040000915527344,29.69151496887207,19,50
24,121.51351165771484,25.040000915527344,29.69151496887207,19,50
25,121.51351165771484,25.040000915527344,29.69151496887207,19,50
26,121.51351165771484,25.040000915527344,29.69151496887207,19,50
27,121.51351165771484,25.040000915527344,29.69151496887207,19,50
28,121.51351165771484,25.040000915527344,29.69151496887207,19,50
29,121.51351165771484,25.040000915527344,29.69151496887207,19,50
30,121.51351165771484,25.040000915527344,29.69151496887207,19,50
31,121.51351165771484,25.040000915527344,29.69151496887207,19,50
32,121.51351165771484,25.040000915527344,29.69151496887207,19,50
33,121.51351165771484,25.040000915527344,29.69151496887207,19,50
34,121.51351165771484,25.040000915527344,29.69151496887207,19,50
35,121.51351165771484,25.040000915527344,29.69151496887207,19,50
36,121.51351165771484,25.040000915527344,29.69151496887207,19,50
37,121.51351165771484,25.040000915527344,29.69151496887207,19,50
38,121.51351165771484,25.040000915527344,29.69151496887207,19,50
39,121.51351165771484,25.040000915527344,29.69151496887207,19,50
40,121.51351165771484,25.040000915527344,29.69151496887207,19,50
41,121.51351165771484,25.040000915527344,29.69151496887207,19,50
42,121.51351165771484,25.040000915527344,29.69151496887207,19,50
43,121.51351165771484,25.040000915527344,29.69151496887207,19,50
44,121.51351165771484,25.040000915527344,29.69151496887207,19,50
45,121.51351165771484,25.040000915527344,29.69151496887207,19,50
46,121.51351165771484,25.040000915527344,29.69151496887207,19,50
47,121.51351165771484,25.040000915527344,29.69151496887207,19,50
48,121.51351165771484,25.040000915527344,29.69151496887207,19,50
49,121.51351165771484,25.040000915527344,29.69151496887207,19,50
0,121.51084899902344,25.045455932617188,128.0,4,50
1,121.51084899902344,25.045455932617188,128.0,4,50
2,121.51084899902344,25.045455932617188,128.0,4,50
3,121.51084899902344,25.045455932617188,128.0,4,50
4,121.51084899902344,25.045455932617188,128.0,4,50
5,121.51084899902344,25.045455932617188,128.0,4,50
6,121.51084899902344,25.045455932617188,128.0,4,50
7,121.51084899902344,25.045455932617188,128.0,4,50
8,121.51084899902344,25.045455932617188,128.0,4,50
9,121.51084899902344,25.045455932617188,128.0,4,50
10,121.51084899902344,25.045455932617188,128.0,4,50
11,121.51084899902344,25.045455932617188,128.0,4,50
12,121.51084899902344,25.045455932617188,128.0,4,50
13,121.51084899902344,25.045455932617188,128.0,4,50
14,121.51084899902344,25.045455932617188,128.0,4,50
15,121.51084899902344,25.045455932617188,128.0,4,50
16,121.51084899902344,25.045455932617188,128.0,4,50
17,121.51084899902344,25.045455932617188,128.0,4,50
18,121.51084899902344,25.045455932617188,128.0,4,50
19,121.51084899902344,25.045455932617188,128.0,4,50
20,121.51084899902344,25.045455932617188,128.0,4,50
21,121.51084899902344,25.045455932617188,128.0,4,50
22,121.51084899902344,25.045455932617188,128.0,4,50
23,121.51084899902344,25.045455932617188,128.0,4,50
24,121.51084899902344,25.045455932617188,128.0,4,50
25,121.51084899902344,25.045455932617188,128.0,4,50
26,121.51084899902344,25.045455932617188,128.0,4,50
27,121.51084899902344,25.045455932617188,128.0,4,50
28,121.51084899902344,25.045455932617188,128.0,4,50
29,121.51084899902344,25.045455932617188,128.0,4,50
30,121.51084899902344,25.045455932617188,128.0,4,50
31,121.51084899902344,25.045455932617188,128.0,4,50
32,121.51084899902344,25.045455932617188,128.0,4,50
33,121.51084899902344,25.045455932617188,128.0,4,50
34,121.51084899902344,25.045455932617188,128.0,4,50
35,121.51084899902344,25.045455932617188,128.0,4,50
36,121.51084899902344,25.045455932617188,128.0,4,50
37,121.51084899902344,25.045455932617188,128.0,4,50
38,121.51084899902344,25.045455932617188,128.0,4,50
39,121.51084899902344,25.045455932617188,128.0,4,50
40,121.51084899902344,25.045455932617188,128.0,4,50
41,121.51084899902344,25.045455932617188,128.0,4,50
42,121.51084899902344,25.045455932617188,128.0,4,50
43,121.51084899902344,25.045455932617188,128.0,4,50
44,121.51084899902344,25.045455932617188,128.0,4,50
45,121.51084899902344,25.045455932617188,128.0,4,50
46,121.51084899902344,25.045455932617188,128.0,4,50
47,121.51084899902344,25.045455932617188,128.0,4,50
48,121.51084899902344,25.045455932617188,128.0,4,50
49,121.51084899902344,25.045455932617188,128.0,4,50
0,121.5097427368164,25.045955657958984,29.48358154296875,5,50
1,121.5097427368164,25.045955657958984,29.48358154296875,5,50
2,121.5097427368164,25.045955657958984,29.48358154296875,5,50
3,121.5097427368164,25.045955657958984,29.48358154296875,5,50
4,121.5097427368164,25.045955657958984,29.48358154296875,5,50
5,121.5097427368164,25.045955657958984,29.48358154296875,5,50
6,121.5097427368164,25.045955657958984,29.48358154296875,5,50
7,121.5097427368164,25.045955657958984,29.48358154296875,5,50
8,121.5097427368164,25.045955657958984,29.48358154296875,5,50
9,121.5097427368164,25.045955657958984,29.48358154296875,5,50
10,121.5097427368164,25.045955657958984,29.48358154296875,5,50
11,121.5097427368164,25.045955657958984,29.48358154296875,5,50
12,121.5097427368164,25.045955657958984,29.48358154296875,5,50
13,121.5097427368164,25.045955657958984,29.48358154296875,5,50
14,121.5097427368164,25.045955657958984,29.48358154296875,5,50
15,121.5097427368164,25.045955657958984,29.48358154296875,5,50
16,121.5097427368164,25.045955657958984,29.48358154296875,5,50
17,121.5097427368164,25.045955657958984,29.48358154296875,5,50
18,121.5097427368164,25.045955657958984,29.48358154296875,5,50
19,121.5097427368164,25.045955657958984,29.48358154296875,5,50
20,121.5097427368164,25.045955657958984,29.48358154296875,5,50
21,121.5097427368164,25.045955657958984,29.48358154296875,5,50
22,121.5097427368164,25.045955657958984,29.48358154296875,5,50
23,121.5097427368164,25.045955657958984,29.48358154296875,5,50
24,121.5097427368164,25.045955657958984,29.48358154296875,5,50
25,121.5097427368164,25.045955657958984,29.48358154296875,5,50
26,121.5097427368164,25.045955657958984,29.48358154296875,5,50
27,121.5097427368164,25.045955657958984,29.48358154296875,5,50
28,121.5097427368164,25.045955657958984,29.48358154296875,5,50
29,121.5097427368164,25.045955657958984,29.48358154296875,5,50
30,121.5097427368164,25.045955657958984,29.48358154296875,5,50
31,121.5097427368164,25.045955657958984,29.48358154296875,5,50
32,121.5097427368164,25.045955657958984,29.48358154296875,5,50
33,121.5097427368164,25.045955657958984,29.48358154296875,5,50
34,121.5097427368164,25.045955657958984,29.48358154296875,5,50
35,121.5097427368164,25.045955657958984,29.48358154296875,5,50
36,121.5097427368164,25.045955657958984,29.48358154296875,5,50
37,121.5097427368164,25.045955657958984,29.48358154296875,5,50
38,121.5097427368164,25.045955657958984,29.48358154296875,5,50
39,121.5097427368164,25.045955657958984,29.48358154296875,5,50
40,121.5097427368164,25.045955657958984,29.48358154296875,5,50
41,121.5097427368164,25.045955657958984,29.48358154296875,5,50
42,121.5097427368164,25.045955657958984,29.48358154296875,5,50
43,121.5097427368164,25.045955657958984,29.48358154296875,5,50
44,121.5097427368164,25.045955657958984,29.48358154296875,5,50
45,121.5097427368164,25.045955657958984,29.48358154296875,5,50
46,121.5097427368164,25.045955657958984,29.48358154296875,5,50
47,121.5097427368164,25.045955657958984,29.48358154296875,5,50
48,121.5097427368164,25.045955657958984,29.48358154296875,5,50
49,121.5097427368164,25.045955657958984,29.48358154296875,5,50
0,121.5136947631836,25.04027557373047,29.458768844604492,21,50
1,121.5136947631836,25.04027557373047,29.458768844604492,21,50
2,121.5136947631836,25.04027557373047,29.458768844604492,21,50
3,121.5136947631836,25.04027557373047,29.458768844604492,21,50
4,121.5136947631836,25.04027557373047,29.458768844604492,21,50
5,121.5136947631836,25.04027557373047,29.458768844604492,21,50
6,121.5136947631836,25.04027557373047,29.458768844604492,21,50
7,121.5136947631836,25.04027557373047,29.458768844604492,21,50
8,121.5136947631836,25.04027557373047,29.458768844604492,21,50
9,121.5136947631836,25.04027557373047,29.458768844604492,21,50
10,121.5136947631836,25.04027557373047,29.458768844604492,21,50
11,121.5136947631836,25.04027557373047,29.458768844604492,21,50
12,121.5136947631836,25.04027557373047,29.458768844604492,21,50
13,121.5136947631836,25.04027557373047,29.458768844604492,21,50
14,121.5136947631836,25.04027557373047,29.458768844604492,21,50
15,121.5136947631836,25.04027557373047,29.458768844604492,21,50
16,121.5136947631836,25.04027557373047,29.458768844604492,21,50
17,121.5136947631836,25.04027557373047,29.458768844604492,21,50
18,121.5136947631836,25.04027557373047,29.458768844604492,21,50
19,121.5136947631836,25.04027557373047,29.458768844604492,21,50
20,121.5136947631836,25.04027557373047,29.458768844604492,21,50
21,121.5136947631836,25.04027557373047,29.458768844604492,21,50
22,121.5136947631836,25.04027557373047,29.458768844604492,21,50
23,121.5136947631836,25.04027557373047,29.458768844604492,21,50
24,121.5136947631836,25.04027557373047,29.458768844604492,21,50
25,121.5136947631836,25.04027557373047,29.458768844604492,21,50
26,121.5136947631836,25.04027557373047,29.458768844604492,21,50
27,121.5136947631836,25.04027557373047,29.458768844604492,21,50
28,121.5136947631836,25.04027557373047,29.458768844604492,21,50
29,121.5136947631836,25.04027557373047,29.458768844604492,21,50
30,121.5136947631836,25.04027557373047,29.458768844604492,21,50
31,121.5136947631836,25.04027557373047,29.458768844604492,21,50
32,121.5136947631836,25.04027557373047,29.458768844604492,21,50
33,121.5136947631836,25.04027557373047,29.458768844604492,21,50
34,121.5136947631836,25.04027557373047,29.458768844604492,21,50
35,121.5136947631836,25.04027557373047,29.458768844604492,21,50
36,121.5136947631836,25.04027557373047,29.458768844604492,21,50
37,121.5136947631836,25.04027557373047,29.458768844604492,21,50
38,121.5136947631836,25.04027557373047,29.458768844604492,21,50
39,121.5136947631836,25.04027557373047,29.458768844604492,21,50
40,121.5136947631836,25.04027557373047,29.458768844604492,21,50
41,121.5136947631836,25.04027557373047,29.458768844604492,21,50
42,121.5136947631836,25.04027557373047,29.458768844604492,21,50
43,121.5136947631836,25.04027557373047,29.458768844604492,21,50
44,121.5136947631836,25.04027557373047,29.458768844604492,21,50
45,121.5136947631836,25.04027557373047,29.458768844604492,21,50
46,121.5136947631836,25.04027557373047,29.458768844604492,21,50
47,121.5136947631836,25.04027557373047,29.458768844604492,21,50
48,121.5136947631836,25.04027557373047,29.458768844604492,21,50
49,121.5136947631836,25.04027557373047,29.458768844604492,21,50
0,121.50993347167969,25.0459041595459,29.4838924407959,6,50
1,121.50993347167969,25.0459041595459,29.4838924407959,6,50
2,121.50993347167969,25.0459041595459,29.4838924407959,6,50
3,121.50993347167969,25.0459041595459,29.4838924407959,6,50
4,121.50993347167969,25.0459041595459,29.4838924407959,6,50
5,121.50993347167969,25.0459041595459,29.4838924407959,6,50
6,121.50993347167969,25.0459041595459,29.4838924407959,6,50
7,121.50993347167969,25.0459041595459,29.4838924407959,6,50
8,121.50993347167969,25.0459041595459,29.4838924407959,6,50
9,121.50993347167969,25.0459041595459,29.4838924407959,6,50
10,121.50993347167969,25.0459041595459,29.4838924407959,6,50
11,121.50993347167969,25.0459041595459,29.4838924407959,6,50
12,121.50993347167969,25.0459041595459,29.4838924407959,6,50
13,121.50993347167969,25.0459041595459,29.4838924407959,6,50
14,121.50993347167969,25.0459041595459,29.4838924407959,6,50
15,121.50993347167969,25.0459041595459,29.4838924407959,6,50
16,121.50993347167969,25.0459041595459,29.4838924407959,6,50
17,121.50993347167969,25.0459041595459,29.4838924407959,6,50
18,121.50993347167969,25.0459041595459,29.4838924407959,6,50
19,121.50993347167969,25.0459041595459,29.4838924407959,6,50
20,121.50993347167969,25.0459041595459,29.4838924407959,6,50
21,121.50993347167969,25.0459041595459,29.4838924407959,6,50
22,121.50993347167969,25.0459041595459,29.4838924407959,6,50
23,121.50993347167969,25.0459041595459,29.4838924407959,6,50
24,121.50993347167969,25.0459041595459,29.4838924407959,6,50
25,121.50993347167969,25.0459041595459,29.4838924407959,6,50
26,121.50993347167969,25.0459041595459,29.4838924407959,6,50
27,121.50993347167969,25.0459041595459,29.4838924407959,6,50
28,121.50993347167969,25.0459041595459,29.4838924407959,6,50
29,121.50993347167969,25.0459041595459,29.4838924407959,6,50
30,121.50993347167969,25.0459041595459,29.4838924407959,6,50
31,121.50993347167969,25.0459041595459,29.4838924407959,6,50
32,121.50993347167969,25.0459041595459,29.4838924407959,6,50
33,121.50993347167969,25.0459041595459,29.4838924407959,6,50
34,121.50993347167969,25.0459041595459,29.4838924407959,6,50
35,121.50993347167969,25.0459041595459,29.4838924407959,6,50
36,121.50993347167969,25.0459041595459,29.4838924407959,6,50
37,121.50993347167969,25.0459041595459,29.4838924407959,6,50
38,121.50993347167969,25.0459041595459,29.4838924407959,6,50
39,121.50993347167969,25.0459041595459,29.4838924407959,6,50
40,121.50993347167969,25.0459041595459,29.4838924407959,6,50
41,121.50993347167969,25.0459041595459,29.4838924407959,6,50
